username,review,rating,date,app,label
Pengguna Google,serius nyari driver udah kaya nyari kerja? makin lama makin susah dapet driver apk aneh,1,2026-04-06 23:36:14,Grab,negatif
Pengguna Google,"apaaan...mesen food dari jam 01:15,dapat drivernya jam 02:30,gilaa...mau dicancel hub pusat bantuan malah AI yg jawab....yg bener laah grab,niat ngk bikin aplikasi....saya sebagai konsumen merasa dirugikan ini,",1,2026-03-18 19:36:12,Grab,negatif
Pengguna Google,"grab sekarang sangat jelek, menunggu mendapatkan driver sangat lama hingga berjam-jam sedangkan tidak bisa cancel",1,2026-03-23 15:47:58,Grab,negatif
Pengguna Google,"saya pake grab bike karena ada yang hemat itu ditanggal 8 maret 2026 pesen dua kali di jam 12.52 dan 12.59,kenapa driver pertama pas sudah sampai di cancel? alasannya gak masuk akal. terus pas driver kedua sudah sampai tetapi gak tau dia sudah geser atau gimana karena perjalanan sangat jauh tetapi aman sampai rumah, saya mau kasih rating pas dicek kok cancel dari drivernya juga ini kenapa? dan saya pulangnya tidak pakai grab bike karena saya trauma",1,2026-03-15 20:36:51,Grab,negatif
Pengguna Google,payaahhhh susaaahhhhh sekali dapet driver,1,2026-03-28 14:36:09,Gojek,negatif
Pengguna Google,"aplikasi sampah udah lama nunggu 1 jam masih aja telat waktu di tambah terus, GILIRAN ORANG YG SALAH CEPAT KALIAN VIRALKAN GILIRAN SISTEM KALIAN SALAH DIEM BANYAK ALASAN GA ADA KOMPENSASI",1,2026-04-03 14:22:19,Grab,negatif
Pengguna Google,sisah bgt nyari driver padahal udah nunggu 1 jam 30 menit,1,2026-03-28 12:57:48,Gojek,negatif
Pengguna Google,pengemudi kebanyakan cancel anjir,2,2026-04-21 06:09:59,Maxim,negatif
Bara Alfatih,"gopay pencuri saldo.saldo 800k lebih tidak bisa digunakan,alsan pihak gopay,trnsaksi tidak wajar",1,2026-03-26 02:16:59,Gojek,negatif
Pengguna Google,Aplikasi paling banyak dan sering ngirim notifikasi...😂,1,2026-03-25 07:21:54,Grab,negatif
Pengguna Google,aplikasi lelet.. gambar GK muncul.. mau pesan gofood GK ada gambarnya sama sekali..,1,2026-04-05 01:44:59,Gojek,negatif
Pengguna Google,"gua kesinggung . gua pesenin gojek buat emak gua. tapi orng nya lagi di wc, otomatis gua kn yg ngadepin dlu kan bilng tunggu sebntr. perkiraan dia gua yg naik,dan emng badan gua gede,tiba2 bilang iya terus jln aja ngalor tnpa bilng maaf ga bisa angkut . itu sopan ga sh? gua kn blm bilang ibu gua yg naek, tp udh salah sangka dan ngabur gt aja",1,2026-04-22 13:41:58,Gojek,negatif
Pengguna Google,"bikin kecewa mau login masuk SDH puny akun,dgn satu nomor TDK ganti ganti,malah JD sulit login/ masuk,JD bolk balik verifikasi akun google atau nomor skli dicoba pke google jawabnya ini akun BKN milikmu,bikin emosi",1,2026-03-31 20:57:49,Grab,negatif
Pengguna Google,"Buat penempatan drivernya di map dibikin akurat dan jelas dong tolong. kl konteks driver udh jalan tapi di map keliatan masih diem mah saya gk terlalu mempermasalahkan meski itu termasuk sudah jelek. tapi ini, saya liat driver jalan lawan arah dr tempat penjemputan, tentu bikin sy waswas takut saya kebalik alamat antara tujuan sama penjemputan ternyata yang salah aplikasiny. yg kayak gini nih bikin ambigu, makin males make maxim karena gk jelas. sekali lg, benerin maps dan penempatan drivernya.",2,2026-04-14 01:02:37,Maxim,negatif
Pengguna Google,"susah bgt dpt driver, aneh",1,2026-04-10 11:41:23,Grab,negatif
Hanifah,driver lu gak niat kerja semua,1,2026-03-25 02:18:39,Gojek,negatif
Pengguna Google,aplikasi nya susah untuk dapat driver beberapa kali pesan selalu gaada driver kesel banget,2,2026-04-18 03:12:51,Maxim,negatif
Pengguna Google,lama bgtt dapet drivernya posisi beli makanan,1,2026-04-01 15:23:03,Gojek,negatif
Pengguna Google,tidak solutif,1,2026-03-23 15:47:43,Grab,negatif
Pengguna Google,tolong drivernya yang kompeten saya sudah nunggu lama udah sampai di cancel,1,2026-03-30 21:32:59,Gojek,negatif
Anggun Heriyawati Arif,lama dapet driver nya,1,2026-03-25 16:06:17,Gojek,negatif
Pengguna Google,SUSAH BANGET DAPET DRIVER GORIDENHA MAU HEMAT ATAU BIASA SEKALIPUNNYA APALAGI SAAT UJAN. KALOPUN ADA DI CANCEL SM DRIVERNYA. TLG YA GOJEKK PERBAIKIII. TLG BGT PERBAIKIII INIMAH HUHUHU GABISA PULANG GUE JADINYA DN BERALIH KE APLIKASI LAIN😭🙏🏻,1,2026-04-05 14:46:04,Gojek,negatif
Pengguna Google,"aku udah pake yang prioritas tapi kok lama banget ya, udah gitu lebih cepet pake nontunai padahal uangku cash semua😭",1,2026-03-28 14:01:16,Grab,negatif
Pengguna Google,lambatttt,1,2026-03-20 13:44:02,Grab,negatif
farā,"Akhir-akhir ini gojek ngelag parah di hp ku. Di saat saat genting dan butuh gojek, eh ngelag nya parah, ga bisa ke pesen. Waktu mau pesen, tulisannya ""koneksi internet mati"", padahal koneksi aman bgt. Tolong benahi dong min 🙏",1,2026-03-25 04:31:29,Gojek,negatif
Pengguna Google,"aplikasi tidak bisa membantu, sy download gopay plus selalu ditolak trus 😡😡😡😡😡😡😡",1,2026-04-19 02:58:43,Gojek,negatif
Pengguna Google,"syaa kesal karena driver yg sy pesan buat sya menunggu slama kurang lebih 20 menit sya cht tidal dibalas, sy tlpn tidak diangkat, tpi sy ttp sbar mnunggu tetapi sih pihak driver tidak merespon pdhl awalnya yg dri 6 mnit itu jadi 5 mnit tpi kmbli lagi lebih lama ke 7 mnit kesal krn sy bru pulang kerja dimalam hari tandai ya nama drivernya (agus antoni kristian marpaung) msi sy simpan ss muka nya dn sy tandai dia pdhl sy cht centang dua loh apalah slhnya klau drri awal itu gak ush di Terima lah .",2,2026-04-17 15:38:24,Gojek,negatif
Pengguna Google,Sering bangeError Aplikasi Grab Sampah,1,2026-04-09 14:24:19,Grab,negatif
Pengguna Google,"sering di cancel, sulit dapat driver",1,2026-04-02 08:54:14,Gojek,negatif
Pengguna Google,"pesen grab bike,grab car,grabfood lama semua nunggu hampir 1 jam nggak ada yang ngambil pilih"" mau nya cuma yg lebih mahal baru di ambil percumah ada paket hemat kalo susah dapt driver nya",1,2026-03-30 12:11:20,Grab,negatif
Pengguna Google,ngsih driver jng yg jauh kasian penumpang dan drivernya,2,2026-04-04 12:46:13,Gojek,negatif
Pengguna Google,susah cari gocar pada jual mahal klo hujan begini,1,2026-04-11 08:58:50,Gojek,negatif
Pengguna Google,"Penanganan masalah lambat ,tidak ada kepedulian, baik terhadap customer dan driver yang terkena musibah",1,2026-03-29 12:44:16,Gojek,negatif
Pengguna Google,mahal sekali untuk gofood nya promo nya gaada,1,2026-04-01 16:23:47,Gojek,negatif
Pengguna Google,lama cari drivernya,2,2026-03-30 06:48:39,Grab,negatif
Pengguna Google,tiba tiba dibekukan tanpa sebab,1,2026-03-20 21:49:14,Grab,negatif
Pengguna Google,"jele bgt driver""nya sekarang, pesen prioritas+cari cepat, dari jam 5 nyampe jam 6.20. sekali nya dapet ga konfirm, ga gerak, nyampe ganti sendiri drivernya gitu"" juga. attitude nya jelek bgt. cuma beberapa aja yg bagus, itu juga cuma sedikit.",1,2026-04-13 11:19:33,Gojek,negatif
Pengguna Google,"payah, sering error",1,2026-04-03 13:06:15,Gojek,negatif
Pengguna Google,diskon nya tidak ada dan gratis ongkir nya sangat sedikit,1,2026-03-31 17:53:47,Gojek,negatif
Pengguna Google,"segini dulu, jelek soalnya",1,2026-04-04 16:00:08,Gojek,negatif
Pengguna Google,Makin hari makin susah dapat driver,1,2026-03-31 12:52:03,Grab,negatif
Pengguna Google,"banyak mitra yang melakukan vandalisme dijalan raya, tolong ditindak tegas mitra yang buruk.",1,2026-04-05 05:04:00,Gojek,negatif
Pengguna Google,kenapa grab lemot sekarang?,2,2026-04-01 04:08:33,Grab,negatif
Pengguna Google,parahhhh kalau hujan dikit saja driver ngak mau ambil....,1,2026-04-12 12:27:51,Gojek,negatif
Pengguna Google,kocak driver pada jual mahal smua. nyari driver sampe 30 menit padahal di sekitar ada driver terdekat tapi ga ada yg mau ambil.rusak rusak,1,2026-04-10 10:29:30,Gojek,negatif
Pengguna Google,"driver mobilnya kok aneh2 sih pada, driver yang pertama ngomel2 krn katanya kelamaan, padahal tidak ada notifikasi bahwa driver sudah sampai, kemudian driver kedua, padahal sudah sesuai titik pake alamat dan nama kost tapi malah dibilang kok keluar titik semua ya, tolong dong ntah itu masalah di apk nya atau drivernyaa yg ga tau, diperbaiki dong jangan asal marahi penumpang, jadi males pake maxim",1,2026-04-16 04:04:19,Maxim,negatif
Pengguna Google,ini aku gak tau ya permasalahannya dari mana entah dari drivernya apa app nya ini drivernya dari tadi cuma stay di tempat gk ada pergerakan sama sekali tolong dong ditegaskan lagi ini nunggu drivernya sudah cukup lama ya driver dari tadi gk gerak sama sekali!!!,2,2026-03-30 09:53:01,Gojek,negatif
Pengguna Google,tolong dong pihak grab yang terhormat untuk membaca ulasan ini. sering kali orang berangkat kerja itu macet untuk mengantisipasi ya berangkat lebih awal tapi jangan di kasih driver yang double pelanggan terus dong . waktu kebuang banyak 4x order melakukan pemberhentian semua . tolong perhatiannya . banyak driver yang mengeluh tidak dapat orderan tapi dari pihak konsumennya malah dapet yg double customer trus . sangat amat kecewa. jika terjadi kecelakaan yang di rugikan siapa driver dan customer,1,2026-04-06 00:53:42,Grab,negatif
Pengguna Google,"kasihan driver nya,saya bayar 50000 tapi driver dapat bersih 25000 sisa potongan gede banget gojek makannya",2,2026-04-21 14:38:07,Gojek,negatif
Pengguna Google,aplikasi unfaedah memasukkan alamat secara otomatis gak bisa sudah laporan ke customer service gak ada tanggapan apa perlu laporan ke Yang Maha Kuasa dulu,1,2026-03-24 21:26:11,Grab,negatif
Pengguna Google,"drivernya tolong di evaluasi lagi dong, masa pesenan saya sudah 3x di cancel tiba tiba tanpa alesan yang jelas. pdhl saya bayar loh",2,2026-03-28 14:21:23,Gojek,negatif
Pengguna Google,"langganan gojek plus udah kebayar dan kepotong 2x malah tapi tetep gabisa dan error, aneh",1,2026-03-30 12:42:16,Gojek,negatif
Pengguna Google,"Aplikasi mantap, promonya banyak, diskon melimpah, seller amanah... kata temen saya kalau kata saya mah bintang zero(kalau bisa)",1,2026-04-07 11:45:21,Grab,negatif
Pengguna Google,"banyak driver car yang membatalkan order seenaknya, padahal udah nunggu lama, ada juga driver minta ongkos tambahan diluar aplikasi, udah cari drivernya super lelet pula",1,2026-03-22 10:00:24,Grab,negatif
Rusman Rimolla Rahman,"mohon maaf , tidak sesuai dengan titik tujuan.bisa bisa kita sebagai costumer berdebat dengan driver",2,2026-03-25 16:58:05,Gojek,negatif
Pengguna Google,"supir""nya tukang marah"" kasar ga ada sopan nya sok keren",1,2026-04-15 01:00:37,Maxim,negatif
Pengguna Google,"sudah pesan GoFood, disuruh nunggu 30 menit, smpe 3 jam nggk kekirim"", penipu..",1,2026-03-30 11:38:06,Gojek,negatif
Devi Karolina,"sejauh ini aku order selalu dapet driver jauh"" dan mereka pada ga mau ambil pada dicancel in dah nunggu pun, padahal dah pake dan pilih yg fast terus comfort juga, gimana sehhh",2,2026-03-25 12:54:53,Gojek,negatif
Pengguna Google,"jngn bikin kebujakan yg bikin driver susah dpt orderan dan sbgian driver malas ambil orderan kasian yg grab food mkn an ny ga di ambil2,klw emg ini bukan kebijakan kalian,tolong kasih solusi parah bngt ini,klw mkn an sy ga dtg dlm wktu 30 mnt komen dan rating ny ga akan saya ganti",1,2026-03-23 08:56:40,Grab,negatif
Pengguna Google,LAMA DAPAT DRIVER CUMAN BUAT MAU MAKAN AJA BIKIN ORANG SUSAh,1,2026-04-12 06:50:03,Gojek,negatif
Pengguna Google,jgn terlalu mahal,1,2026-04-20 07:09:36,Grab,negatif
Pengguna Google,males banget cari drivernya lama,2,2026-04-11 15:09:00,Gojek,negatif
Pengguna Google,walau udh unlimited dan berlangganan tetap saja mahal seperti harga customer lainnya,1,2026-03-30 09:19:10,Grab,negatif
Pengguna Google,"kenapa skrg susah bgt dpt driver? even gofood or goride semuanya susahhhhh udh gitu pembatalan pemesannya lama bgt hrs nunggu estimasi waktu yg hampir 30mnt, org gak ada waktu untuk nunggu selama itu—well, krn sering lama bgt dpt driver saya sering pakai pembelian express, kirain bakal cepet taunya sama aja. gak ada perubahan🤷🏻‍♀️",1,2026-04-12 12:27:58,Gojek,negatif
Pengguna Google,"pada hari Sabtu tgl 11 kemaren aku pesan grabbike ya mungkin jaraknya agak jauh, dan disitu aku di cancel sama drivernya karna pake hemat. didistu aku buru buru karna harus ke rumah sakit nemuin ibuku, tolong dong pihak grab Adain gitu atau riwayat penolakan supaya kami bisa report. dan Alhamdulillah ada bapak bapak yang ambil orderan ku dan akhirnya aku ngobrol dan minta maaf karna paket hemat. dan kami juga bakal lebihin ko ongkosnya pasti karna kami juga tau caprnya jadi driver.tolong update",1,2026-04-15 13:30:12,Grab,negatif
Pengguna Google,"kasian driver sekarang jemput orderan ya jauh jauh, tolong perbaiki lagi sistem ya",1,2026-03-31 05:51:52,Grab,negatif
Pengguna Google,"aplikasi gojek minus, map nya gajelas ga masuk di lokasi nyari alamat aja susah mana driver nya kadang lama nunggu nya trus ga ramah banget gue nyariin drivernya kagak ada trus yaudah dicancel malah dimaki",1,2026-04-18 08:41:56,Maxim,negatif
Pengguna Google,maps ga jelas 2x ga sesuai,2,2026-04-05 07:22:56,Grab,negatif
Pengguna Google,apk tidak guna dikala hujan parah ilangin aja tu maxim car,1,2026-04-17 00:10:40,Maxim,negatif
Pengguna Google,terlalu mahal,1,2026-04-02 12:27:07,Grab,negatif
Pengguna Google,"setelah saya tahu kalo customer juga diberi rating sm driver, namun ratingnya tidak bisa saya lihat di aplikasi. buat saya ini gak fair. saya selalu memberi rating 5 utk driver apapun kondisinya, selama itu ga membahayakan nyawa saya. akhir2 ini, saya susah mendapat driver. apakah karena rating sy jelek? berdasarkan apa para driver kasih rating saya jelek? karena tidak ngasih tip? atau tidak suka di ajak ngobrol? atau apa?",2,2026-04-17 15:48:13,Gojek,negatif
Pengguna Google,"masa baru dowload udah di bekuin aja, gak jelas ni aplikasi",1,2026-04-13 07:14:56,Grab,negatif
Pengguna Google,"gofood nya bermasalah,udah pesan makanan,udah nunggu 1 jam an ehh tiba tiba dibatalin sama sistemnya,eror x,bintang 1 broooh,tolong di perbaiki laa,kalok emang ga bisa yaudaa ga bisa gitu,ini udah nunggu lama lamaa kan",1,2026-04-04 18:58:53,Gojek,negatif
Pengguna Google,"pelayanan lambat sekali, sistem masih sangat perlu banyak perbaikan, saya isi saldo kaspro untuk bayar saat ini juga karena perlu tapi malah ga masuk² saldonya. ke cs pun gada jawaban suruh nunggu entah sampe kapan. tolong diperbaiki semuanya dulu ya! saya tahu masih proses sambil berkembang, tapi ga sampe nyusahin buat bayar dong karena kita juga pake ojol ya ada target waktu yang harus dicapai juga, ngga buat jalan² santay doang",1,2026-04-22 10:55:41,Maxim,negatif
Pengguna Google,driver semua minta naik harga tolong di minta ke mitranya agar dapat menerima argo yg sudah di tetapkan,1,2026-04-16 14:01:01,Maxim,negatif
Pengguna Google,driver nya pada nolak pemnayaran non tunai... kacau,1,2026-04-15 16:08:14,Maxim,negatif
Pengguna Google,"pemesanan makanan terlalu lama dan lambat, tolong dong kinerja aplikasinya diperbaiki, masa orang laper suruh nunggu berjam jam gimana si, buruk banget",1,2026-04-10 07:38:49,Gojek,negatif
Pengguna Google,"baru kali ini ngalami kekecewaan paling parah poollllllll, order lama sampai tamu keluarga pulang. sudah gitu waktu estimasi makin tambah lagi. udah lama ditambah estimasinya bertambah lama paling bagus bercandanya sekarang",1,2026-03-28 13:29:21,Grab,negatif
