username,review,rating,date,app,label
Pengguna Google,"aplikasi lemot tidak bisa dibuka, load system nya lama",1,2026-04-13 04:44:13,Gojek,negatif
Pengguna Google,kapok sama gojek !!!!!! menyebalkan,1,2026-04-13 04:41:56,Gojek,negatif
Pengguna Google,senang pesan di sini,5,2026-04-13 04:24:11,Gojek,positif
Pengguna Google,good,5,2026-04-13 04:16:06,Gojek,positif
Pengguna Google,pelayanan aduan CS buruk dan sangat tidak masuk akal...saya pesen makanan kurang saya komplain padahal laporan jelas foto jelas dibilang tidak sesuai syarat n ketentuan gojek dan malah disuruh minta langsung ke resto kan gila...saya pesen via aplikasi giliran ada mslh pihak gojek lepas tangan...tolong management gojek cek kembali team CS nya jngn cm mkn gaji buta bls laporan bisa berhari2 dan chat both sangat tidak membantu..saya beli pake uang dan merasa dirugikan..bubarin team Cs,1,2026-04-13 03:55:51,Gojek,negatif
Pengguna Google,pelayanan nya ok.,5,2026-04-13 03:51:03,Gojek,positif
Pengguna Google,"aplikasinya sudah bagus, sejauh ini tidak ada kendala, hanya saya untuk fitur chat tolong di perbaiki. masa ada chat masuk tapi saat di buka room chatnya isinya kosong. terimakasih 🙏",4,2026-04-13 03:49:18,Gojek,positif
Pengguna Google,"mau kemana² jadi sangat mudah, aplikasinya udah banyak fiturnya sekarang,digunakan juga sangat mudah, bahkan tetap bisa dibuka walaupun tidak ada internetnya... terimakasih 😊",5,2026-04-13 03:45:44,Gojek,positif
Pengguna Google,mantab,5,2026-04-13 03:43:07,Gojek,positif
Pengguna Google,"mari migrasi ke maxim buat yang susah dapet driver, ini aplikasi udah mahal, error mulu, lemot, MAHALLLLLLLLL",1,2026-04-13 03:42:41,Gojek,negatif
Pengguna Google,apik nan,5,2026-04-13 03:31:56,Gojek,positif
Pengguna Google,siipp..,5,2026-04-13 03:05:59,Gojek,positif
Pengguna Google,Pemenang aplikasi dengan banyak driver cancel sepihak sedetik sebelum customer di jemput (sepihak) akibatnya customer tidak bisa menemukan riwayat order untuk reimburse ke kantor..,1,2026-04-13 02:48:30,Gojek,negatif
Pengguna Google,semakin jaya,5,2026-04-13 02:38:25,Gojek,positif
Pengguna Google,bagus,5,2026-04-13 02:26:16,Gojek,positif
Pengguna Google,"kalau pesan gofood selalu telat nganter makanannya harus nunggu berjam2,mau di batalin ngga bisa keburu kelaperan",1,2026-04-13 02:24:30,Gojek,negatif
Pengguna Google,bermanfaat bagi perantau buat mudik,5,2026-04-13 02:17:43,Gojek,positif
Pengguna Google,"kenapa customer/orderan fiktif nama yang sama atau nama yang berbeda-beda tidak pernah di blokir? atau minimal daftar pakai ktp aja, kasian liat berita2 orderan fiktir apalagi drivernya tunarungu miris liat nya",2,2026-04-13 02:14:41,Gojek,negatif
Pengguna Google,driver nya sabar,5,2026-04-13 02:12:51,Gojek,positif
Pengguna Google,oke,5,2026-04-13 02:12:00,Gojek,positif
Pengguna Google,terimakasih sangat membantu,5,2026-04-13 02:06:15,Gojek,positif
Pengguna Google,"gasuka, cape banget kalo nyari pagi pagi susah banget dapetnya. gojek nya suka lama jauh jauh suka cancel marah marah, tolomg ya please aku jadi stress setiap pagi nyari gojek. aku mau gojek waktu 2025 pada ga sombong",2,2026-04-13 01:50:55,Gojek,negatif
Pengguna Google,"cuma gojek yg bs bikin nyaman slmt samp tujuan,",5,2026-04-13 01:43:17,Gojek,positif
Pengguna Google,mntap,5,2026-04-13 01:39:48,Gojek,positif
Pengguna Google,"responsif,.👍",5,2026-04-13 01:35:14,Gojek,positif
Pengguna Google,"goride hemat nya sangat amat membantu,terimakasih",5,2026-04-13 01:30:27,Gojek,positif
Pengguna Google,Gojek Ok' 👍👍👍👍👍👍👍,5,2026-04-13 01:12:38,Gojek,positif
Pengguna Google,"terpercaya , cepat, ramah, drivernya. aplikasipun mudah.",5,2026-04-13 01:08:16,Gojek,positif
Pengguna Google,sangat membantu aktifitas sehari hari,5,2026-04-13 00:59:23,Gojek,positif
Pengguna Google,apk gembel setiap nunggu lama tiba tiba cancel upgrade your driver. gojek ga kaya dulu.,1,2026-04-13 00:56:38,Gojek,negatif
Pengguna Google,Aga ribet ya,2,2026-04-13 00:54:26,Gojek,negatif
Pengguna Google,PLIS KENAPA KALO GO RIDE HEMAT SUSAH CARI DRIVER NYA HERAN!!!! KESEL JADI KESIANGAN TERUS KERJA,2,2026-04-13 00:42:02,Gojek,negatif
Pengguna Google,gojek tepat waktu sangat membantu bagi seseorang yg butuh cepat,5,2026-04-13 00:33:06,Gojek,positif
Pengguna Google,sangat nyaman,5,2026-04-13 00:28:09,Gojek,positif
Pengguna Google,cepat dan praktis,5,2026-04-13 00:09:20,Gojek,positif
Pengguna Google,andalan utk tranportasi umum di seluruh indonesia,5,2026-04-13 00:09:04,Gojek,positif
Pengguna Google,Pakai hemat Driver kagak ada yang mau...percuma ada diskon..ZONK,1,2026-04-12 23:48:37,Gojek,negatif
Pengguna Google,"MAKIN HARI MAKIN GAK JELAS. PESAN GOFOOD EXPRESS GAK PERNAH TEPAT WAKTU, SELALU TELAT. PADAHAL ONGKIR EXPRESS SAMA YG BIASA ITU LUMAYAN JAUH.",1,2026-04-12 23:37:50,Gojek,negatif
Pengguna Google,"sering banget susah dapet driver, bahkan selalu ga dapet padahal udah lama banget nungguin. pake yang biasa atau hemat ga ada bedanya. yang disayangkan adalah di apk terlihat bahwa driver di sekitaran titik itu banyak, tapi ga ada satupun yang nerima.",1,2026-04-12 23:21:43,Gojek,negatif
Pengguna Google,sangat recommended,5,2026-04-12 22:44:57,Gojek,positif
Pengguna Google,"aplikasi pemerasan, pihak gojek ambil duit sebanyak2 nya dari cust n driver, pdhl gk pernah sediakn kendaraan.",1,2026-04-12 22:04:33,Gojek,negatif
Pengguna Google,selama menggunakan aplikasi ini sy cukup puas. sy sangat suka apabila lebih banyak lg promonya.,5,2026-04-12 21:53:01,Gojek,positif
Pengguna Google,"sekarang aplikasi nya jelek byk pesenan batal tidak dapet driver, sudah di siapkan , sudah tidak bisa di ajukan komplin penggantian karena uda hampir 1 jam tidak dapet driver,kita siapkan , kerena di suruh siapkan sama aplikasi , tolong di benahi seperti yg lama , kecewa",4,2026-04-12 21:43:43,Gojek,positif
Pengguna Google,mudahin semua hal sering sering adain voucher ya biar makin betah,5,2026-04-12 21:42:37,Gojek,positif
Pengguna Google,dari dulu sudah menggunakan gojek sampai sekarang tetap yang terbaik,5,2026-04-12 20:31:59,Gojek,positif
Pengguna Google,kecewa karna gak ada solusi..sompet terkunci sdh 8 bulan dan sdh hub cs via gmail terus dri laporan apk nya gak ada solusi dan saldo sya gak visa di apa2in,1,2026-04-12 20:16:28,Gojek,negatif
Pengguna Google,"pertahankan dan tingkatkan, kasih diskon lebih banyak",5,2026-04-12 17:33:07,Gojek,positif
Pengguna Google,sangat membantu perjalanan,5,2026-04-12 17:28:01,Gojek,positif
Pengguna Google,bgus banget drivernya ramah ramah,5,2026-04-12 17:08:05,Gojek,positif
Pengguna Google,"Pelayanan gojek sekarang, ga sebaik sebelumnya",3,2026-04-12 17:07:57,Gojek,netral
Pengguna Google,aplikasi yg menyiksa drivernya . udah /km nya harga fi turunin biyaya layanan di naikkan .driver dapet hikmahnya. parahhh gojekkk gojekkk . kmren saya pesen online iseng nanya ke driver saya sebagai kastamer bayar 153000 tapi driver cuma menerima 108000 parahh gojek gojekkk,1,2026-04-12 17:06:45,Gojek,negatif
Pengguna Google,Baguss,5,2026-04-12 17:02:32,Gojek,positif
Pengguna Google,"sangat membantu sekali aplikasi gojek ini, semua sangat mudah di akses.",5,2026-04-12 16:50:48,Gojek,positif
Pengguna Google,perbanyak driver bermutu,5,2026-04-12 16:24:25,Gojek,positif
Pengguna Google,mantap deivernya,5,2026-04-12 16:10:14,Gojek,positif
Pengguna Google,lama dapat driver,1,2026-04-12 16:05:13,Gojek,negatif
Pengguna Google,"bertahun"" pake .... klo aplikasi mah okeh""... tapi oknumnya yg suka ada ajah ingin ku berkata kasar...",5,2026-04-12 15:55:21,Gojek,positif
Pengguna Google,siip,5,2026-04-12 15:52:15,Gojek,positif
Pengguna Google,sangat bisa diandalkan,5,2026-04-12 15:50:47,Gojek,positif
Pengguna Google,"Mau pakai yang hemat mau pakai yang goride sama aja nunggu nya lama, ditolak pula hahaha",2,2026-04-12 15:28:01,Gojek,negatif
Pengguna Google,susah dapet driver go food 2x 1jam ga dapet2,1,2026-04-12 15:27:55,Gojek,negatif
Pengguna Google,"udh nungguin 3 jam malah gadapet driver, ya emang duitnya balik, tapi kan waktunya itu yg gabisa dibalikin. tau gitu mending kesana sendiri daripada order gajelas dari gofud",1,2026-04-12 14:59:44,Gojek,negatif
Pengguna Google,mudah dan hemat,5,2026-04-12 14:52:14,Gojek,positif
Pengguna Google,memuaskan,5,2026-04-12 14:33:42,Gojek,positif
Pengguna Google,terlalu lama mencari driver,4,2026-04-12 14:24:21,Gojek,positif
Pengguna Google,"Keren aj aplikasinya. tapi tingkatin lagi diskonnya banyakin, promonya naikin.",5,2026-04-12 14:20:49,Gojek,positif
Pengguna Google,cepat penangannya,5,2026-04-12 14:16:31,Gojek,positif
Pengguna Google,"terimakasih gofood membantu dikala gak bisa keluar rumah, cuma promonya di gencarkan dong.",5,2026-04-12 14:14:54,Gojek,positif
Pengguna Google,so far so good,5,2026-04-12 14:01:33,Gojek,positif
Pengguna Google,baik,4,2026-04-12 13:58:18,Gojek,positif
Pengguna Google,Mantap,5,2026-04-12 13:46:07,Gojek,positif
Pengguna Google,"tepat waktu , menyenangkan.",5,2026-04-12 13:41:58,Gojek,positif
Pengguna Google,sistem tambah parahh !!!! pesan gofood suruh nunggu cari driver sampe 1 jam an . emang bobrok sistemnya pesan pakai express tapi sama aja 😡😡😡 ngga konsisten . customer kecewa,1,2026-04-12 13:41:25,Gojek,negatif
Pengguna Google,"aplikasi apaan ini ,,udah langganan lama pakai tpi tambah mahal bukanya dikasih promo,,,,,,,yg katanya promo ,,tapi aneh mosok gofood ogkir 25 000 norak banget ini aplikasi apaan diskon 50 persen tpi ogkir 25 000 diskon apaan ini #JELEKLiCIK#semakin berlggann semakin dinaikkan hargaPreeeeeeetttt",1,2026-04-12 13:31:59,Gojek,negatif
Pengguna Google,"cari driver lama , beberapa kali diulang untuk cari driver lagi tetap lama dan sekalinya dapat malah jadi double ojek yang datangnya ... bener bener aneh dan ngeselin...",2,2026-04-12 13:22:09,Gojek,negatif
Pengguna Google,sekarang sulit mendapat driver dan dicancel mulu,1,2026-04-12 13:21:55,Gojek,negatif
Pengguna Google,terlalu lama nunggu drever ya parah gojek,3,2026-04-12 13:21:32,Gojek,netral
Pengguna Google,"Sekarang kalo order gofood wajib premium (Cepat), opsi murah ga bisa di klik padahal nyampenya aja telat ga sesuai estimasi waktu",1,2026-04-12 13:20:37,Gojek,negatif
Pengguna Google,top,5,2026-04-12 13:17:58,Gojek,positif
Pengguna Google,😁😁,5,2026-04-12 13:17:07,Gojek,positif
Pengguna Google,"gojek, lu kyknya terlalu parah ngambil bagian, gua curiga akhir"" ini gua sulit dapet driver itu karena mereka gamau ngambil karena mereka dapet dikit banget, EVEN gua udah NAIKIN pakai ""pencarian cepat"", jadi mahal tuhhh tapi tetep susah dapet driver???, gua curiga bukan driver yg males tapi elu nya yg terlalu GREEDY?? pls let me know the truth.",1,2026-04-12 13:13:49,Gojek,negatif
Pengguna Google,ok ok,5,2026-04-12 13:11:44,Gojek,positif
Pengguna Google,"kenapa customer gabisa batalkan pemesanan gofood ketika ga dapet dapet driver buat ambil pesanan? kenapa baru bisa dibatalkan 1 jam setelah pemesanan? kan buang buang waktu harus nunggu 1 jam buat memastikan dapet driver atau engga, harusnya resto jg bisa batalin pesanan customer kalo casenya gitu, buat aturan maksimal berapa menit kek buat dapet driver, kalo ga dapet drivee batalin gitu restonya :333",2,2026-04-12 13:03:45,Gojek,negatif
Pengguna Google,gesit n ramahj,5,2026-04-12 13:01:45,Gojek,positif
Pengguna Google,banyak promo,5,2026-04-12 12:58:51,Gojek,positif
Pengguna Google,kadang suka nge bug,4,2026-04-12 12:58:32,Gojek,positif
Pengguna Google,"pesan makan ada tulisan express dan reguler, pilih express di hrg 21.500 waktu tempuhnya masa imbang sama reguler yang harganya 8rb aneh banget jadi males pilih express gak ada bedanya. orang bayar harga lebih tinggi biar cepat sampai eh malah lama.",1,2026-04-12 12:44:06,Gojek,negatif
Pengguna Google,mantappp,5,2026-04-12 12:43:28,Gojek,positif
Pengguna Google,"saya nunggu setengah jam dapat driver tapi malah minta di cancel, dia sendiri gamau cancel, dan imbasnya saya jadi susah dapat driver ditambah kalo batalin booking sekarang harus bayar 3000 gojek makin sini makin nyusahin driver dan konsumen",1,2026-04-12 12:43:27,Gojek,negatif
Pengguna Google,jos jis,5,2026-04-12 12:41:25,Gojek,positif
Pengguna Google,"kenapa skrg susah bgt dpt driver? even gofood or goride semuanya susahhhhh udh gitu pembatalan pemesannya lama bgt hrs nunggu estimasi waktu yg hampir 30mnt, org gak ada waktu untuk nunggu selama itu—well, krn sering lama bgt dpt driver saya sering pakai pembelian express, kirain bakal cepet taunya sama aja. gak ada perubahan🤷🏻‍♀️",1,2026-04-12 12:27:58,Gojek,negatif
Pengguna Google,parahhhh kalau hujan dikit saja driver ngak mau ambil....,1,2026-04-12 12:27:51,Gojek,negatif
Pengguna Google,"saya dari kemarin di cancelin terus,buang buang waktu pakai gojek sekarang drivernya semaunya masa sampai 7kali cancel kalau nga mau kerja udah",1,2026-04-12 12:12:20,Gojek,negatif
Pengguna Google,ongkir nya mahal,1,2026-04-12 12:09:54,Gojek,negatif
Pengguna Google,sangat terbantu dengan adanya gojek,5,2026-04-12 12:09:28,Gojek,positif
Pengguna Google,terimakasih kendaraan di kala mendesak,5,2026-04-12 12:06:17,Gojek,positif
Pengguna Google,Tolong diperbaiki lagi suka ganti lokasi jemput sndri,1,2026-04-12 11:52:20,Gojek,negatif
Pengguna Google,"parah gajelas, bukan pertama kali pake gojek entah buat transport atau food. kali ini dapet update ongkir buat food standar dihilangkan diganti jadi 'cepat' atau 'hemat'. gua pilih hemat dan jadi super susah dapet driver, 1 jam nunggu sampe akhirnya harus cancel, masa iya jadinya dipaksa buat bayar 21ribu buat ongkir cepat. dan anehnya jarak resto ga sampe 1km pun dikenain ongkir 21k. KECEWA",1,2026-04-12 11:30:07,Gojek,negatif
Pengguna Google,sangat membantu bgtt dlm melakukan perjalanan... pokoknya puas pakai gojek,5,2026-04-12 11:27:25,Gojek,positif
Pengguna Google,okeh,5,2026-04-12 11:21:35,Gojek,positif
Pengguna Google,"Bingung belanja di Gomart dimana aja, kalo minimarket lain udah ada.",5,2026-04-12 11:21:10,Gojek,positif
Pengguna Google,Senang sekali,5,2026-04-12 11:04:22,Gojek,positif
Pengguna Google,ngga tau kenapa kalo pesen gojek selalu lama terus ga gerak ternyata mau di cancel,4,2026-04-12 11:02:34,Gojek,positif
Pengguna Google,bagus.,5,2026-04-12 10:58:39,Gojek,positif
Pengguna Google,"udah nunggu hampir 1 jam ternyata pesanan di batalin sepihak dari pihak gojek, dengan alasan gadapat driver di suruh pesan lagi, setelah pesan lagi ganti yang expres nunggu 58 menit lagi, cukup ini yang terakhir pesan pake gojek, niat hati pesan dr gojek biar ga tibet malah kaya gini jadi nunggu 2 kali",1,2026-04-12 10:54:57,Gojek,negatif
Pengguna Google,goodjob,5,2026-04-12 10:49:41,Gojek,positif
Pengguna Google,sekarang susah dapet driver... apalagi gofood sampai pembatalan terus kalau pesan,2,2026-04-12 10:45:44,Gojek,negatif
Pengguna Google,"Kalo udah gak bisa diandelin, mending tutup aja. nyari driver aja nunggu nya satu abad.",1,2026-04-12 10:44:57,Gojek,negatif
Pengguna Google,sangat prsktis dan murahh,5,2026-04-12 10:42:00,Gojek,positif
Pengguna Google,"sebagai pendatang, saya bingung dengaan arahan gotransit menggunakan kereta karena informasi tampil sebagai singkatan tanpa penjelasan lengkap sedikit pun",1,2026-04-12 10:39:34,Gojek,negatif
Pengguna Google,tetap semangat ajah,5,2026-04-12 10:21:00,Gojek,positif
Pengguna Google,tolong kasih driver nya rekomendasi map yang tepat agar dapat tidak memakan waktu,3,2026-04-12 10:19:37,Gojek,netral
Pengguna Google,"sudah tiga kali saya pesan gofood, tapi di restonya sering tidak ada notifikasinya. bahkan restonya Uda tutup, tapi di gofood tertulis ""restoran sedang menyiapkan makanan dg sepenuh hati"" lalu udah nunggu sejam endingnya tercancel. aneh.. yg salah apanya coba!!! emosi bgt sama gofood yg Sekarang",1,2026-04-12 10:05:22,Gojek,negatif
Pengguna Google,drivernya pada tengil tengil kalo orderan murah gamau ambil,1,2026-04-12 09:52:56,Gojek,negatif
Pengguna Google,exelence,5,2026-04-12 09:44:07,Gojek,positif
Pengguna Google,cepat bila lg di butuhkan,5,2026-04-12 09:40:06,Gojek,positif
Pengguna Google,sangat bermanfaat,5,2026-04-12 08:47:02,Gojek,positif
Pengguna Google,akurat dan cepat,5,2026-04-12 08:14:52,Gojek,positif
Pengguna Google,pelayanan terbsik dari gojek,5,2026-04-12 08:06:15,Gojek,positif
Pengguna Google,Semua layanan bisa di beli pakai uang! 👍🏻,5,2026-04-12 07:59:14,Gojek,positif
Pengguna Google,aplikasinya membantu sekali untuk memesan makanan,5,2026-04-12 07:56:16,Gojek,positif
Pengguna Google,Sangat ramah dan sopan,5,2026-04-12 07:54:50,Gojek,positif
Pengguna Google,"pengalaman selama ini sudah 3 tahun bersama aplikasi gojek, recommend ini aplikasi dan juga setiap mau anter barang (pick up) ataupun nge gojek jadi lebih mudah,sikap pelayanan juga Ramah ,top deh buat aplikasinya Joss 👌🏼⭐⭐⭐⭐⭐",5,2026-04-12 07:51:27,Gojek,positif
Pengguna Google,"baguuss.. cmn beberapa foto makanan & minuman tidak ada,kenapa ya? tolong lengkapi dong fotonya🙏🏻biar semua orang tau🤌🏻ini jenis makanan apaa, minuman apaa😌🤌🏻🤌🏻gituu kalo misalnya gk ad kan gk tau yaa itu apa🤷‍♀️ya kan🙂 mending tambahin laahh😌💅🏻biar semua orang pada tau gitu loh😌🤌🏻ok😉👌🏻 untuk sementara segini, kalo udh di benerin 🤌🏻baru ku tambah lagi🙏🏻🗿 untuk sekarang gk dulu 🙏🏻😑bagus cmn ya gitu lah🙂🙂",4,2026-04-12 07:50:11,Gojek,positif
Pengguna Google,"bagus, walau jarak dekat, mau mengantar. 👍",5,2026-04-12 07:47:07,Gojek,positif
Pengguna Google,Nice,5,2026-04-12 07:39:57,Gojek,positif
Pengguna Google,sukaaa dia tuh ngasih notifnyaa sukaa bgtt kayak waktunya malam sukaa deh lopyu banyak banyakkk,5,2026-04-12 07:26:47,Gojek,positif
Pengguna Google,saya pelanggan lama buat gojek...kadang gojek itu kalo di go ride amat lambat untuk jmput nya tapi go send dan go food selama ini cukup oke dan bagus untuk layanannya..👍👍👍👍,5,2026-04-12 07:24:22,Gojek,positif
Pengguna Google,semenjak update layanannya jadi makin buruk.... utk makan siang saja harus menunggu 2 jam lebih padahal cuaca tidak hujan....terima kasih telah membuat saya kecewa,2,2026-04-12 07:17:22,Gojek,negatif
Pengguna Google,"Mau tanya ke Admin gojek, kalo mesen makanan tapi medote pembayaran nya COD bisa ga ya? Soal nya pengen ngerasain Gimana rasa mesen Makanan nyampe nya cuma dalam 30-59 menit, soal nya saya ga punya Rekening Tolong segera di balas ya admin gojek",5,2026-04-12 07:00:09,Gojek,positif
Pengguna Google,LAMA DAPAT DRIVER CUMAN BUAT MAU MAKAN AJA BIKIN ORANG SUSAh,1,2026-04-12 06:50:03,Gojek,negatif
Pengguna Google,"ongkir mahal, tapi masuk ke driver murah contoh saya order teazi ongkir 25k karena hari Minggu pas jam makan siang, tapi driver yang antar dapet ongkir 7.700",1,2026-04-12 06:46:38,Gojek,negatif
Pengguna Google,maaf ya driver gojek karena sudah membohongi kalian saya mohon maaf sebesar-besarnya 🙏😭,3,2026-04-12 06:44:45,Gojek,netral
Pengguna Google,menyenangkan,5,2026-04-12 06:26:36,Gojek,positif
Pengguna Google,👍👍👍,5,2026-04-12 06:16:52,Gojek,positif
Pengguna Google,Tarif gocar berubah ubah sadis,1,2026-04-12 06:12:48,Gojek,negatif
Pengguna Google,wagu,1,2026-04-12 06:04:24,Gojek,negatif
Pengguna Google,"Comment 2 (New): Parah banget ini aplikasi, padahal jarak resto dengan lokasiku dibawah 2 km, tapi ongkirnya 20ribuan, kocak kocak, emang Grab dan aplikasi lain lebih baik daripada aplikasi ini. Comment 1: Buat yang belum langganan, jangan pernah langganan gojek plus, karena meskipun langganan tetap kena ongkir 10 ribu, better GRAB, setelah langganan plus langsung free, kocak ni aplikasi, kapitalis bgt morotin duit pengguna nya🤧",1,2026-04-12 05:52:44,Gojek,negatif
